Hello, could you suggest a good restaurant nearby;Suggest a good restaurant nearby.
Hi, I want to check my notifications;Check my notifications.
Hey, can you show me my recent messages;Show my recent messages.
Hello, I want to create a new note;Create a new note.
Hi, can you remind me to call John at 5 PM;Remind me to call John at 5 PM.
Hey, I want to check my step count today;Check my step count today.
Hello, can you give me a random fact;Give me a random fact.
Hi, I want to see the sunrise time for tomorrow;See the sunrise time for tomorrow.
Hey, can you set the volume to 50%;Set the volume to 50%.
Hello, I want to see my upcoming appointments;See my upcoming appointments.
Hi, can you suggest a workout routine for beginners;Suggest a workout routine for beginners.
Hey, I want to know the exchange rate for USD to GBP;Know the exchange rate for USD to GBP.
Hello, can you add eggs to my grocery list;Add eggs to my grocery list.
Hi, I want to check the battery status of my devices;Check the battery status of my devices.
Hey, can you tell me how far it is to downtown;Tell me the distance to downtown.
Hello, I want to start a 10-minute meditation;Start a 10-minute meditation.
Hi, can you recommend a movie to watch tonight;Recommend a movie to watch tonight.
Hey, I want to see the latest tech news;See the latest tech news.
Hello, can you calculate 235 times 47;Calculate 235 times 47.
Hi, I want to check my internet speed;Check my internet speed.
Hello, can you set a timer for 15 minutes;Set a timer for 15 minutes.
Hi, I want to check the weather forecast for tomorrow;Check the weather forecast for tomorrow.
Hey, can you find nearby parking spots;Find nearby parking spots.
Hello, I want to see my recent call history;See my recent call history.
Hi, can you translate “good morning” to French;Translate “good morning” to French.
Hey, I want to search for Italian restaurants;Search for Italian restaurants.
Hello, can you tell me the latest stock prices;Tell me the latest stock prices.
Hi, I want to check the traffic to the airport;Check the traffic to the airport.
Hey, can you add “bread” to my shopping list;Add “bread” to my shopping list.
Hello, I want to start a 5-minute breathing exercise;Start a 5-minute breathing exercise.
Hi, can you tell me the current time in Tokyo;Get the current time in Tokyo.
Hey, I want to check my unread emails;Check my unread emails.
Hello, can you show me nearby gas stations;Show nearby gas stations.
Hi, I want to track my package status;Track my package status.
Hey, can you create a reminder for my dentist appointment;Create a reminder for my dentist appointment.
Hello, I want to find a nearby pharmacy;Find a nearby pharmacy.
Hi, can you calculate 1,250 divided by 25;Calculate 1,250 divided by 25.
Hey, I want to check today’s weather;Check today’s weather.
Hello, can you show me trending YouTube videos;Show trending YouTube videos.
Hi, I want to check the next bus arrival time;Check the next bus arrival time.
Hey, can you find a recipe for chocolate cake;Find a recipe for chocolate cake.
Hello, I want to see my remaining data usage;See my remaining data usage.
Hi, can you play a relaxing playlist;Play a relaxing playlist.
Hey, I want to check my bank account transactions;Check my bank account transactions.
Hello, can you tell me how long it takes to get to the city center;Tell me the travel time to the city center.
Hi, I want to add “meeting notes” to my notes app;Add “meeting notes” to my notes app.
Hey, remind me about my 3 PM meeting;Remind me about my 3 PM meeting.
Set a timer for 10 minutes;Set a timer for 10 minutes.
I need the weather in New York today;Get the weather in New York today.
Show me the top news headlines;Show the top news headlines.
Add milk and eggs to my shopping list;Add milk and eggs to my shopping list.
How long will it take to drive to the airport;Tell me the driving time to the airport.
Translate “hello” to German;Translate “hello” to German.
Find coffee shops near me;Find coffee shops near me.
Check my unread messages;Check my unread messages.
Play relaxing music;Play relaxing music.
When is sunrise tomorrow;Show the sunrise time tomorrow.
What’s my next appointment;Show my next appointment.
Track my package with tracking number 12345;Track package number 12345.
Give me today’s stock updates;Give today’s stock updates.
Start a 5-minute meditation session;Start a 5-minute meditation session.
Show nearby gas stations;Show nearby gas stations.
I want to see my calendar for tomorrow;See my calendar for tomorrow.
Calculate 256 times 34;Calculate 256 times 34.
Add a reminder to call John at 4 PM;Add reminder to call John at 4 PM.
Check traffic conditions to downtown;Check traffic to downtown.
Search for nearby Italian restaurants;Search for nearby Italian restaurants.
Set an alarm for 6:30 AM;Set an alarm for 6:30 AM.
Show trending YouTube videos;Show trending YouTube videos.
How’s the battery on my phone;Check my phone’s battery level.
What’s the exchange rate for USD to EUR;Get the exchange rate for USD to EUR.
I want a random fact;Tell me a random fact.
Hey, can you check my calendar and tell me what appointments I have tomorrow;Check my calendar and list tomorrow’s appointments.
I need you to remind me to call Sarah at 5 PM today;Remind me to call Sarah at 5 PM today.
Could you show me the weather forecast for the next three days in London;Show the weather forecast for the next three days in London.
I want to add milk, eggs, and bread to my grocery list;Add milk, eggs, and bread to my grocery list.
Can you find nearby restaurants that serve vegetarian options;Find nearby restaurants with vegetarian options.
I need you to track my package with tracking number 987654;Track my package with tracking number 987654.
Could you tell me how long it will take to drive to the airport right now;Tell me the driving time to the airport.
I want to see the top news headlines for today;Show today’s top news headlines.
Can you translate the sentence “How are you?” into Spanish;Translate “How are you?” into Spanish.
Please play a relaxing playlist for the next 30 minutes;Play a relaxing playlist for 30 minutes.
I need you to check the battery level of my phone and laptop;Check the battery level of my phone and laptop.
Could you calculate 452 times 76 for me;Calculate 452 times 76.
I want to know the sunrise and sunset times for Paris tomorrow;Show the sunrise and sunset times for Paris tomorrow.
Can you create a reminder to submit the report before 4 PM;Create a reminder to submit the report before 4 PM.
I need to see my unread emails from the past 24 hours;Show my unread emails from the past 24 hours.
Could you tell me the current exchange rate from USD to GBP;Get the current USD to GBP exchange rate.
I want to search for nearby coffee shops that are open now;Find nearby coffee shops that are currently open.
Please start a 10-minute meditation session for me;Start a 10-minute meditation session.
I need to check traffic conditions to downtown and see if there are delays;Check traffic to downtown and show any delays.
Can you show me the latest tech news headlines;Show the latest tech news headlines.
I want to add a new note called “Project Ideas” in my notes app;Add a new note called “Project Ideas.”
Please check the weather tomorrow in New York and tell me if it will rain;Check the weather tomorrow in New York and show if it will rain.
I need you to set an alarm for 6:15 AM for tomorrow morning;Set an alarm for 6:15 AM tomorrow.
Could you suggest a beginner workout routine I can do at home;Suggest a beginner workout routine for home.
I want to know the traffic time to the office during rush hour;Show traffic time to the office during rush hour.
Hey, can you remind me to pick up the dry cleaning before 6 PM;Remind me to pick up the dry cleaning before 6 PM.
I want to check my calendar and see all meetings scheduled for next week;Check my calendar for all meetings next week.
Could you show me the current weather and the forecast for the next two days;Show current weather and forecast for the next two days.
I need you to add “call the bank” and “buy groceries” to my to-do list;Add “call the bank” and “buy groceries” to my to-do list.
Can you find restaurants near me that are open for dinner tonight;Find nearby restaurants open for dinner tonight.
I want to track my package and let me know if it has been delivered;Track my package and show delivery status.
Please tell me how long it will take to drive to the train station now;Tell me the driving time to the train station.
I want to see the top five news stories from today;Show the top five news stories today.
Could you translate “I would like a coffee” into Italian;Translate “I would like a coffee” into Italian.
Please play upbeat music for the next hour;Play upbeat music for one hour.
I need you to check the battery levels of all connected devices;Check battery levels of all connected devices.
Can you calculate 325 multiplied by 88;Calculate 325 multiplied by 88.
I want to know the sunrise and sunset times for Tokyo this week;Show sunrise and sunset times for Tokyo this week.
Please create a reminder to submit the expense report before 3 PM;Create a reminder to submit the expense report before 3 PM.
I need to see unread messages from all email accounts in the last 48 hours;Show unread messages from the last 48 hours.
Could you tell me the latest USD to CAD exchange rate;Get the latest USD to CAD exchange rate.
I want to search for nearby gyms that are currently open;Find nearby gyms that are currently open.
Please start a 15-minute meditation session for me;Start a 15-minute meditation session.
I need to check traffic to the office and see if there are any accidents reported;Check traffic to the office and show any accidents.
Can you show me the latest headlines in technology;Show the latest technology headlines.
I want to add a note called “Vacation Planning” to my notes app;Add a note called “Vacation Planning.”
Please check tomorrow’s weather in Los Angeles and tell me if it will be sunny;Check tomorrow’s weather in Los Angeles and show if sunny.
I need you to set an alarm for 7 AM on weekdays;Set an alarm for 7 AM on weekdays.
Could you suggest a 20-minute workout that doesn’t require equipment;Suggest a 20-minute equipment-free workout.
I want to know the current traffic time to the airport during rush hour;Show traffic time to the airport during rush hour.
Hey, can you remind me to submit the project report by 5 PM;Remind me to submit the project report by 5 PM.
I want to check my calendar and see all meetings scheduled for today;Check my calendar for all meetings today.
Could you show me the current temperature and weather conditions in San Francisco;Show the current temperature and weather in San Francisco.
I need you to add “call the dentist” and “pick up groceries” to my to-do list;Add “call the dentist” and “pick up groceries” to my to-do list.
Can you find restaurants near me that serve vegan options;Find nearby restaurants serving vegan options.
I want to track my shipment and notify me if it’s delayed;Track my shipment and show if delayed.
Please tell me how long it will take to drive to the mall right now;Tell me driving time to the mall.
I want to see the top news headlines and summaries from today;Show today’s top news headlines and summaries.
Could you translate “I need help” into German;Translate “I need help” into German.
Please play relaxing classical music for the next 30 minutes;Play relaxing classical music for 30 minutes.
I need you to check the battery levels of my phone, tablet, and laptop;Check battery levels of my devices.
Can you calculate 548 times 92 for me;Calculate 548 times 92.
I want to know the sunrise and sunset times in London this week;Show sunrise and sunset times in London this week.
Please create a reminder to pay the electricity bill tomorrow;Create a reminder to pay the electricity bill tomorrow.
I need to see unread emails from all accounts for the past three days;Show unread emails from the past three days.
Could you tell me the latest exchange rate from USD to JPY;Get the latest USD to JPY exchange rate.
I want to search for nearby cafes that are open right now;Find nearby cafes that are currently open.
Please start a 10-minute guided meditation session for me;Start a 10-minute guided meditation session.
I need to check traffic conditions to downtown and see if there are any delays;Check traffic to downtown and show delays.
Can you show me the latest news in the tech industry;Show latest technology news.
I want to add a note called “Birthday Ideas” in my notes app;Add a note called “Birthday Ideas.”
Please check tomorrow’s weather in Chicago and tell me if it will rain;Check tomorrow’s weather in Chicago and show if it will rain.
I need you to set an alarm for 6:45 AM tomorrow;Set an alarm for 6:45 AM tomorrow.
Could you suggest a beginner-friendly 15-minute workout routine;Suggest a beginner 15-minute workout routine.
I want to know the current traffic time to the airport during morning rush hour;Show traffic time to the airport during morning rush hour.
Hey, remind me to send the presentation to the team before 2 PM;Remind me to send the presentation to the team before 2 PM.
I want to see the weather forecast for the next five days in New York;Show weather forecast for the next five days in New York.
Can you find nearby gas stations with the lowest prices;Find nearby gas stations with the lowest prices.
I need you to track my package and alert me when it’s out for delivery;Track my package and alert when out for delivery.
Please tell me how long it will take to walk to the nearest subway station;Tell walking time to nearest subway station.
I want to see the latest sports scores from the football league;Show latest football scores.
Could you translate “Where is the nearest bank?” into French;Translate “Where is the nearest bank?” into French.
Please play upbeat music for the next hour;Play upbeat music for one hour.
I need you to check battery status of my smartwatch and phone;Check battery status of my smartwatch and phone.
Can you calculate 674 divided by 28;Calculate 674 divided by 28.
I want to know sunrise and sunset times in Tokyo for the next three days;Show sunrise and sunset times in Tokyo for the next three days.
Please create a reminder to submit the weekly report by Friday;Create a reminder to submit the weekly report by Friday.
I need to see unread messages from my email and messaging apps;Show unread messages from email and messaging apps.
Could you tell me the current exchange rate from GBP to USD;Get current GBP to USD exchange rate.
I want to search for nearby gyms that are open late;Find nearby gyms open late.
Please start a 20-minute meditation session;Start a 20-minute meditation session.
I need to check traffic to the office and see if there are any road closures;Check traffic to the office and show road closures.
Can you show me the latest headlines in business news;Show latest business headlines.
I want to add a note called “Travel Plans” in my notes app;Add a note called “Travel Plans.”
Please check the weather in Los Angeles for the weekend;Check weekend weather in Los Angeles.
I need you to set an alarm for 7:30 AM on weekdays;Set an alarm for 7:30 AM weekdays.
Could you suggest a 30-minute home workout that requires no equipment;Suggest a 30-minute no-equipment home workout.
I want to know the traffic time to downtown during evening rush hour;Show traffic time to downtown during evening rush hour.
Hey, remind me to email the client before 4 PM;Remind me to email the client before 4 PM.
I want to see the top five trending topics on social media today;Show top five trending social media topics today.
Hey, can you remind me to submit the report by 5 PM\nAnd also alert me 30 minutes before;Remind me to submit the report by 5 PM\nAlert 30 minutes before.
I want to check my calendar for next week\nShow all meetings and appointments;Check my calendar for next week\nShow all meetings and appointments.
Could you show me the current weather in San Francisco\nAlso give the forecast for the next two days;Show current weather in San Francisco\nShow forecast for the next two days.
I need you to add “call dentist” and “pick up groceries” to my to-do list\nMark urgent items;Add “call dentist” and “pick up groceries” to my to-do list\nMark urgent items.
Can you find nearby restaurants that serve vegan options\nSort by rating;Find nearby vegan restaurants\nSort by rating.
I want to track my shipment\nLet me know if it’s delayed;Track my shipment\nNotify if delayed.
Please tell me how long it will take to drive to the mall\nCheck traffic now;Tell driving time to the mall\nCheck traffic now.
I want to see the top news headlines\nAlso show brief summaries;Show today’s top news headlines\nShow summaries.
Could you translate “I need help” into German\nAlso show phonetics;Translate “I need help” into German\nShow phonetics.
Please play relaxing classical music for the next 30 minutes\nSet volume to 50%;Play classical music 30 minutes\nVolume 50%.
I need you to check battery levels of my phone, tablet, and laptop\nNotify if any below 20%;Check battery levels\nNotify if below 20%.
Can you calculate 548 times 92\nAlso give the result in scientific notation;Calculate 548 times 92\nShow in scientific notation.
I want to know sunrise and sunset times in London\nInclude daylight duration;Show sunrise and sunset times in London\nShow daylight duration.
Please create a reminder to pay the electricity bill tomorrow\nRepeat weekly;Create reminder to pay electricity bill\nRepeat weekly.
I need to see unread emails from the past three days\nHighlight urgent ones;Show unread emails past three days\nHighlight urgent.
Could you tell me the latest USD to JPY exchange rate\nAlso show yesterday’s rate;Get latest USD to JPY rate\nShow yesterday’s rate.
I want to search for nearby cafes that are open now\nFilter by distance;Find nearby open cafes\nSort by distance.
Please start a 10-minute guided meditation session\nNotify when finished;Start 10-minute meditation\nNotify when done.
I need to check traffic to downtown\nInclude road closures and accidents;Check traffic to downtown\nInclude closures and accidents.
Can you show me the latest tech news headlines\nInclude only verified sources;Show latest tech news\nInclude verified sources.
I want to add a note called “Birthday Ideas” to my notes app\nInclude bullet points;Add note “Birthday Ideas”\nUse bullet points.
